job,default,cons.price.idx,cons.conf.idx,euribor3m,y
4.0,1.0,93.444,-36.1,4.963,0
2.0,0.0,93.444,-36.1,4.968,0
1.0,0.0,94.465,-41.8,4.864,0
4.0,0.0,93.444,-36.1,4.967,0
7.0,0.0,93.918,-42.7,4.96,0
1.0,0.0,94.215,-40.3,0.835,1
2.0,0.0,93.918,-42.7,4.957,0
4.0,0.0,93.994,-36.4,4.857,0
5.0,1.0,93.994,-36.4,4.857,0
1.0,0.0,93.994,-36.4,4.856,0
8.0,1.0,93.918,-42.7,4.957,0
6.0,0.0,93.444,-36.1,4.966,0
3.0,0.0,93.918,-42.7,4.963,0
4.0,0.0,93.444,-36.1,4.965,0
4.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,94.465,-41.8,4.967,0
3.0,1.0,93.994,-36.4,4.857,0
8.0,0.0,94.601,-49.5,0.987,0
5.0,0.0,93.749,-34.6,0.644,0
2.0,1.0,94.465,-41.8,4.961,0
3.0,1.0,92.893,-46.2,1.281,0
6.0,0.0,93.918,-42.7,4.96,0
4.0,0.0,93.918,-42.7,4.968,0
0.0,0.0,93.918,-42.7,4.957,1
9.0,0.0,94.601,-49.5,1.025,0
10.0,0.0,93.918,-42.7,4.962,0
2.0,1.0,93.918,-42.7,4.958,0
3.0,0.0,93.444,-36.1,4.964,1
4.0,0.0,93.2,-42.0,4.076,0
1.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,92.893,-46.2,1.244,0
6.0,0.0,92.431,-26.9,0.741,1
1.0,0.0,94.465,-41.8,4.959,0
4.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,92.893,-46.2,1.281,1
6.0,0.0,93.2,-42.0,4.153,0
1.0,0.0,93.918,-42.7,4.968,0
4.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,93.444,-36.1,4.964,0
4.0,0.0,93.075,-47.1,1.405,0
4.0,0.0,92.843,-50.0,1.687,1
6.0,1.0,93.994,-36.4,4.86,0
2.0,0.0,92.843,-50.0,1.811,1
1.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,92.893,-46.2,1.27,0
10.0,0.0,93.2,-42.0,4.191,0
2.0,0.0,92.201,-31.4,0.873,0
4.0,0.0,92.431,-26.9,0.742,0
2.0,0.0,93.444,-36.1,4.964,0
2.0,0.0,93.2,-42.0,4.153,0
3.0,0.0,93.994,-36.4,4.859,0
4.0,0.0,93.918,-42.7,4.962,0
3.0,0.0,93.918,-42.7,4.956,0
2.0,0.0,93.918,-42.7,4.957,0
1.0,0.0,94.027,-38.3,0.898,1
2.0,0.0,93.444,-36.1,4.968,0
4.0,0.0,93.2,-42.0,4.153,0
10.0,0.0,94.767,-50.8,1.03,0
1.0,0.0,94.215,-40.3,0.84,1
2.0,0.0,93.075,-47.1,1.405,0
3.0,0.0,93.994,-36.4,4.857,0
5.0,0.0,92.201,-31.4,0.861,0
2.0,0.0,93.444,-36.1,4.966,0
6.0,0.0,93.918,-42.7,4.96,0
2.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.075,-47.1,1.365,0
2.0,1.0,93.994,-36.4,4.859,0
4.0,1.0,93.918,-42.7,4.962,0
3.0,0.0,93.444,-36.1,4.966,1
2.0,0.0,93.918,-42.7,4.962,0
2.0,0.0,94.601,-49.5,1.037,1
4.0,0.0,92.893,-46.2,1.259,0
2.0,1.0,93.918,-42.7,4.963,0
2.0,0.0,94.465,-41.8,4.962,0
2.0,0.0,93.444,-36.1,4.968,0
3.0,0.0,92.893,-46.2,1.291,0
1.0,0.0,93.994,-36.4,4.86,0
2.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,93.994,-36.4,4.857,0
0.0,0.0,93.444,-36.1,4.964,0
5.0,0.0,93.749,-34.6,0.638,0
4.0,0.0,93.994,-36.4,4.864,0
11.0,0.0,92.713,-33.0,0.712,0
4.0,0.0,92.893,-46.2,1.266,1
4.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.918,-42.7,4.963,0
3.0,1.0,93.994,-36.4,4.855,0
2.0,0.0,93.444,-36.1,4.963,0
0.0,0.0,93.444,-36.1,4.966,0
5.0,0.0,93.444,-36.1,4.964,0
4.0,0.0,92.893,-46.2,1.334,0
1.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,94.465,-41.8,4.967,1
3.0,1.0,92.893,-46.2,1.344,0
4.0,0.0,93.918,-42.7,4.96,0
4.0,1.0,93.444,-36.1,4.964,0
2.0,0.0,94.465,-41.8,4.961,0
2.0,0.0,94.465,-41.8,4.864,0
2.0,0.0,93.444,-36.1,4.964,0
3.0,0.0,93.918,-42.7,4.958,0
3.0,0.0,93.994,-36.4,4.864,0
2.0,0.0,93.444,-36.1,4.963,0
8.0,0.0,93.2,-42.0,4.153,0
4.0,0.0,93.444,-36.1,4.963,0
0.0,0.0,94.465,-41.8,4.864,0
2.0,0.0,94.465,-41.8,4.962,0
2.0,0.0,92.431,-26.9,0.739,1
2.0,0.0,93.444,-36.1,4.963,0
4.0,0.0,93.444,-36.1,4.966,0
4.0,0.0,92.469,-33.6,1.029,0
2.0,0.0,93.444,-36.1,4.964,0
3.0,1.0,93.918,-42.7,4.957,1
4.0,0.0,93.075,-47.1,1.479,0
4.0,0.0,92.431,-26.9,0.74,0
2.0,0.0,92.893,-46.2,1.291,0
4.0,0.0,93.444,-36.1,4.962,0
3.0,0.0,92.963,-40.8,1.26,1
2.0,1.0,93.994,-36.4,4.856,0
7.0,0.0,92.963,-40.8,1.266,0
2.0,0.0,93.994,-36.4,4.858,0
3.0,0.0,93.075,-47.1,1.466,0
4.0,0.0,93.918,-42.7,4.957,0
2.0,0.0,93.918,-42.7,4.962,0
1.0,0.0,93.918,-42.7,4.957,0
3.0,1.0,93.918,-42.7,4.963,0
1.0,0.0,93.075,-47.1,1.405,1
2.0,0.0,93.994,-36.4,4.857,0
5.0,0.0,93.876,-40.0,0.699,0
3.0,0.0,92.893,-46.2,1.25,0
10.0,0.0,93.2,-42.0,4.153,0
3.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,93.918,-42.7,4.963,0
3.0,1.0,94.465,-41.8,4.967,0
8.0,1.0,93.918,-42.7,4.962,0
3.0,1.0,93.918,-42.7,4.962,0
4.0,0.0,94.055,-39.8,0.748,0
1.0,1.0,94.465,-41.8,4.864,0
3.0,0.0,93.994,-36.4,4.864,1
5.0,0.0,94.465,-41.8,4.959,0
2.0,1.0,93.918,-42.7,4.962,0
5.0,0.0,92.893,-46.2,1.25,0
10.0,0.0,93.2,-42.0,4.153,0
1.0,0.0,93.444,-36.1,4.963,0
4.0,0.0,94.767,-50.8,1.041,0
4.0,1.0,93.444,-36.1,4.963,0
3.0,1.0,92.893,-46.2,1.25,0
4.0,0.0,93.444,-36.1,4.964,0
6.0,1.0,93.994,-36.4,4.857,0
3.0,0.0,92.893,-46.2,1.266,0
2.0,0.0,92.843,-50.0,1.811,1
5.0,0.0,94.199,-37.5,0.881,1
3.0,0.0,93.918,-42.7,4.961,0
2.0,0.0,92.893,-46.2,1.299,0
3.0,1.0,93.444,-36.1,4.965,0
6.0,0.0,93.2,-42.0,4.076,0
3.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,92.379,-29.8,0.797,1
6.0,0.0,92.893,-46.2,1.327,0
6.0,0.0,93.444,-36.1,4.962,0
2.0,0.0,93.444,-36.1,4.962,0
2.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,93.918,-42.7,4.963,0
0.0,0.0,93.444,-36.1,4.965,0
3.0,0.0,93.2,-42.0,4.153,0
0.0,0.0,93.918,-42.7,4.962,0
3.0,1.0,93.918,-42.7,4.96,0
11.0,0.0,93.075,-47.1,1.365,1
6.0,0.0,93.918,-42.7,4.957,0
2.0,0.0,94.465,-41.8,4.864,0
2.0,0.0,93.994,-36.4,4.86,0
6.0,0.0,93.918,-42.7,4.962,0
4.0,0.0,92.893,-46.2,1.299,0
2.0,0.0,93.444,-36.1,4.963,0
4.0,0.0,93.444,-36.1,4.965,0
2.0,1.0,93.918,-42.7,4.962,0
3.0,0.0,93.918,-42.7,4.961,0
0.0,1.0,93.918,-42.7,4.962,0
1.0,0.0,93.918,-42.7,4.957,0
5.0,0.0,92.893,-46.2,1.244,0
8.0,1.0,93.994,-36.4,4.856,0
1.0,0.0,93.994,-36.4,4.859,0
3.0,0.0,93.994,-36.4,4.859,0
6.0,0.0,93.2,-42.0,4.076,0
1.0,0.0,92.893,-46.2,1.299,0
4.0,0.0,93.075,-47.1,1.405,0
3.0,0.0,92.893,-46.2,1.25,0
4.0,0.0,93.369,-34.8,0.654,1
6.0,1.0,94.465,-41.8,4.967,0
3.0,0.0,92.893,-46.2,1.313,0
3.0,0.0,94.767,-50.8,1.049,0
4.0,0.0,94.465,-41.8,4.967,0
4.0,0.0,93.2,-42.0,4.12,0
1.0,1.0,93.994,-36.4,4.858,0
10.0,0.0,93.994,-36.4,4.858,0
2.0,1.0,92.893,-46.2,1.313,0
9.0,1.0,93.918,-42.7,4.96,0
3.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,93.2,-42.0,4.153,0
10.0,1.0,93.994,-36.4,4.864,0
10.0,0.0,93.075,-47.1,1.365,1
1.0,0.0,92.893,-46.2,1.299,0
2.0,1.0,93.444,-36.1,4.963,0
2.0,0.0,93.994,-36.4,4.86,0
4.0,0.0,93.444,-36.1,4.965,0
3.0,0.0,93.994,-36.4,4.86,0
2.0,0.0,93.994,-36.4,4.857,0
8.0,0.0,93.075,-47.1,1.41,0
4.0,0.0,93.994,-36.4,4.855,0
4.0,0.0,93.994,-36.4,4.859,0
1.0,0.0,94.465,-41.8,4.961,0
2.0,0.0,94.199,-37.5,0.876,1
2.0,0.0,93.918,-42.7,4.961,0
1.0,0.0,93.994,-36.4,4.855,0
5.0,0.0,92.431,-26.9,0.735,0
3.0,0.0,93.918,-42.7,4.957,0
10.0,0.0,93.918,-42.7,4.962,0
2.0,0.0,92.843,-50.0,1.531,1
2.0,1.0,93.444,-36.1,4.965,1
2.0,0.0,94.465,-41.8,4.866,0
2.0,0.0,94.465,-41.8,4.961,0
3.0,0.0,93.994,-36.4,4.856,0
1.0,0.0,93.918,-42.7,4.963,0
0.0,1.0,93.918,-42.7,4.963,0
11.0,0.0,93.075,-47.1,1.4,1
4.0,0.0,92.963,-40.8,1.268,1
2.0,0.0,92.893,-46.2,1.27,0
6.0,0.0,93.2,-42.0,4.076,1
4.0,0.0,93.444,-36.1,4.963,0
3.0,0.0,94.465,-41.8,4.865,0
9.0,1.0,92.713,-33.0,0.706,0
4.0,0.0,93.444,-36.1,4.964,0
4.0,1.0,93.994,-36.4,4.855,0
2.0,1.0,92.893,-46.2,1.266,0
3.0,0.0,93.918,-42.7,4.968,0
1.0,1.0,93.918,-42.7,4.963,1
3.0,1.0,92.893,-46.2,1.354,0
3.0,1.0,94.465,-41.8,4.962,0
3.0,0.0,92.893,-46.2,1.291,0
6.0,0.0,93.994,-36.4,4.856,0
3.0,0.0,93.444,-36.1,4.962,0
1.0,0.0,93.994,-36.4,4.857,0
10.0,1.0,93.918,-42.7,4.962,0
3.0,0.0,93.994,-36.4,4.858,0
1.0,0.0,92.893,-46.2,1.344,0
4.0,0.0,94.767,-50.8,1.04,0
1.0,0.0,93.444,-36.1,4.962,0
3.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,93.444,-36.1,4.964,0
3.0,0.0,94.465,-41.8,4.96,0
6.0,0.0,92.431,-26.9,0.724,0
2.0,0.0,93.444,-36.1,4.968,0
3.0,0.0,94.465,-41.8,4.961,0
4.0,0.0,94.215,-40.3,0.893,0
6.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.994,-36.4,4.857,0
1.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,92.893,-46.2,1.291,0
5.0,1.0,94.465,-41.8,4.865,0
3.0,0.0,92.893,-46.2,1.266,0
1.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,92.379,-29.8,0.739,1
4.0,0.0,93.994,-36.4,4.858,0
1.0,0.0,92.963,-40.8,1.262,0
2.0,0.0,92.893,-46.2,1.266,0
3.0,0.0,93.2,-42.0,4.12,0
3.0,0.0,94.465,-41.8,4.864,0
6.0,0.0,92.201,-31.4,0.859,1
3.0,0.0,93.994,-36.4,4.857,0
4.0,1.0,93.994,-36.4,4.86,0
2.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,92.963,-40.8,1.268,1
3.0,0.0,92.893,-46.2,1.313,0
4.0,0.0,93.918,-42.7,4.961,0
5.0,0.0,93.918,-42.7,4.961,0
11.0,0.0,92.201,-31.4,0.869,0
2.0,0.0,93.994,-36.4,4.864,0
0.0,0.0,93.918,-42.7,4.963,0
11.0,0.0,93.918,-42.7,4.963,0
3.0,1.0,93.2,-42.0,4.12,0
3.0,0.0,92.843,-50.0,1.538,0
5.0,1.0,94.465,-41.8,4.962,0
2.0,0.0,94.465,-41.8,4.96,0
2.0,0.0,92.893,-46.2,1.291,0
11.0,0.0,92.893,-46.2,1.244,0
10.0,0.0,93.918,-42.7,4.961,0
3.0,1.0,93.994,-36.4,4.855,0
5.0,0.0,92.201,-31.4,0.884,0
4.0,0.0,93.994,-36.4,4.858,0
1.0,0.0,93.075,-47.1,1.405,0
2.0,0.0,92.893,-46.2,1.299,0
8.0,1.0,94.465,-41.8,4.947,0
3.0,0.0,93.918,-42.7,4.958,0
4.0,0.0,92.893,-46.2,1.327,1
3.0,1.0,93.918,-42.7,4.963,0
3.0,0.0,93.994,-36.4,4.858,0
3.0,1.0,92.893,-46.2,1.266,0
2.0,0.0,92.431,-26.9,0.739,0
6.0,0.0,94.199,-37.5,0.884,1
2.0,0.0,93.994,-36.4,4.86,0
3.0,1.0,93.994,-36.4,4.856,0
1.0,1.0,94.465,-41.8,4.958,0
4.0,0.0,93.2,-42.0,4.191,0
8.0,0.0,92.713,-33.0,0.706,1
2.0,0.0,93.075,-47.1,1.423,0
4.0,0.0,93.075,-47.1,1.498,0
3.0,1.0,93.918,-42.7,4.957,0
2.0,0.0,92.893,-46.2,1.27,0
4.0,0.0,94.215,-40.3,0.87,1
0.0,0.0,93.444,-36.1,4.964,0
4.0,0.0,92.893,-46.2,1.27,0
7.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,93.444,-36.1,4.962,0
3.0,0.0,94.055,-39.8,0.739,1
3.0,0.0,93.994,-36.4,4.858,0
3.0,1.0,92.893,-46.2,1.299,0
3.0,1.0,93.994,-36.4,4.856,0
3.0,1.0,93.994,-36.4,4.86,0
2.0,0.0,93.918,-42.7,4.96,0
3.0,0.0,93.918,-42.7,4.963,0
1.0,0.0,92.963,-40.8,1.26,0
3.0,0.0,92.893,-46.2,1.334,0
11.0,0.0,92.893,-46.2,1.259,1
3.0,0.0,94.465,-41.8,4.961,0
2.0,0.0,92.893,-46.2,1.291,0
0.0,1.0,93.994,-36.4,4.857,0
2.0,0.0,94.767,-50.8,1.048,0
2.0,0.0,93.994,-36.4,4.859,1
2.0,0.0,93.444,-36.1,4.964,0
0.0,0.0,93.444,-36.1,4.964,0
5.0,0.0,93.994,-36.4,4.86,0
2.0,0.0,93.2,-42.0,4.12,0
2.0,0.0,94.465,-41.8,4.959,0
7.0,1.0,93.994,-36.4,4.855,0
4.0,0.0,92.893,-46.2,1.334,0
8.0,0.0,93.444,-36.1,4.966,0
4.0,0.0,92.893,-46.2,1.25,0
4.0,0.0,93.2,-42.0,4.153,0
1.0,0.0,92.893,-46.2,1.354,0
1.0,0.0,94.465,-41.8,4.959,0
6.0,1.0,93.994,-36.4,4.864,0
5.0,0.0,94.199,-37.5,0.886,0
4.0,0.0,94.465,-41.8,4.959,0
3.0,0.0,93.2,-42.0,4.076,0
4.0,0.0,93.075,-47.1,1.405,0
3.0,0.0,92.893,-46.2,1.291,0
5.0,0.0,94.199,-37.5,0.881,0
4.0,0.0,93.2,-42.0,4.076,0
3.0,1.0,93.444,-36.1,4.966,0
6.0,0.0,92.431,-26.9,0.743,0
6.0,0.0,93.994,-36.4,4.856,0
4.0,0.0,93.2,-42.0,4.021,0
10.0,1.0,94.465,-41.8,4.967,0
2.0,0.0,93.918,-42.7,4.962,0
1.0,0.0,93.2,-42.0,4.12,0
3.0,0.0,93.994,-36.4,4.855,0
2.0,1.0,93.994,-36.4,4.86,0
3.0,0.0,92.893,-46.2,1.327,0
4.0,0.0,93.2,-42.0,4.021,0
3.0,0.0,93.994,-36.4,4.858,0
0.0,0.0,92.893,-46.2,1.259,1
3.0,0.0,93.444,-36.1,4.967,1
4.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.369,-34.8,0.646,1
3.0,1.0,93.994,-36.4,4.857,0
4.0,0.0,93.444,-36.1,4.966,0
4.0,0.0,93.994,-36.4,4.86,0
3.0,1.0,93.994,-36.4,4.86,0
3.0,0.0,93.2,-42.0,4.191,0
2.0,0.0,93.994,-36.4,4.859,0
11.0,0.0,92.963,-40.8,1.262,0
3.0,0.0,92.893,-46.2,1.281,0
4.0,0.0,93.444,-36.1,4.963,0
4.0,0.0,93.994,-36.4,4.858,0
2.0,0.0,92.201,-31.4,0.861,1
2.0,0.0,93.918,-42.7,4.962,0
2.0,0.0,93.444,-36.1,4.966,0
3.0,1.0,93.918,-42.7,4.96,0
2.0,0.0,93.075,-47.1,1.365,1
1.0,1.0,92.893,-46.2,1.266,0
2.0,1.0,93.2,-42.0,4.153,0
6.0,0.0,92.893,-46.2,1.313,0
8.0,0.0,93.444,-36.1,4.963,0
4.0,1.0,94.465,-41.8,4.967,0
3.0,0.0,93.918,-42.7,4.963,0
8.0,0.0,93.075,-47.1,1.405,0
2.0,0.0,92.713,-33.0,0.718,0
6.0,0.0,93.918,-42.7,4.962,0
3.0,0.0,93.918,-42.7,4.961,1
2.0,0.0,94.465,-41.8,4.865,0
8.0,0.0,92.893,-46.2,1.244,0
3.0,0.0,92.713,-33.0,0.717,1
4.0,1.0,93.918,-42.7,4.962,1
2.0,0.0,94.465,-41.8,4.961,0
9.0,0.0,93.444,-36.1,4.967,0
3.0,1.0,92.893,-46.2,1.327,0
3.0,0.0,92.201,-31.4,0.879,0
2.0,0.0,93.075,-47.1,1.41,0
4.0,0.0,93.075,-47.1,1.405,1
4.0,1.0,93.994,-36.4,4.857,0
2.0,1.0,93.918,-42.7,4.961,0
2.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,94.601,-49.5,0.959,1
4.0,0.0,94.465,-41.8,4.96,0
5.0,0.0,94.215,-40.3,0.835,1
4.0,0.0,93.444,-36.1,4.966,0
11.0,0.0,92.201,-31.4,0.849,1
2.0,0.0,93.994,-36.4,4.86,0
2.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,93.2,-42.0,4.12,1
1.0,0.0,93.994,-36.4,4.86,0
4.0,0.0,92.201,-31.4,0.838,0
4.0,0.0,93.918,-42.7,4.958,0
4.0,0.0,93.918,-42.7,4.957,0
2.0,0.0,93.2,-42.0,4.153,0
3.0,1.0,93.994,-36.4,4.857,0
2.0,0.0,93.994,-36.4,4.857,0
1.0,1.0,93.994,-36.4,4.857,0
3.0,0.0,92.893,-46.2,1.299,0
1.0,0.0,93.075,-47.1,1.405,0
2.0,0.0,92.201,-31.4,0.849,1
4.0,1.0,94.465,-41.8,4.958,1
2.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,93.918,-42.7,4.962,0
2.0,0.0,93.075,-47.1,1.365,1
7.0,0.0,92.893,-46.2,1.259,0
1.0,0.0,92.893,-46.2,1.299,0
4.0,0.0,92.893,-46.2,1.327,0
2.0,0.0,93.444,-36.1,4.967,0
10.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,93.994,-36.4,4.864,0
4.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,93.994,-36.4,4.855,0
3.0,0.0,92.893,-46.2,1.327,0
4.0,1.0,93.444,-36.1,4.964,0
4.0,0.0,93.444,-36.1,4.963,0
3.0,1.0,93.918,-42.7,4.961,0
1.0,0.0,93.2,-42.0,4.021,0
3.0,0.0,92.893,-46.2,1.313,0
3.0,0.0,93.918,-42.7,4.962,1
4.0,0.0,93.444,-36.1,4.967,0
3.0,1.0,93.918,-42.7,4.961,0
4.0,0.0,93.444,-36.1,4.965,0
11.0,1.0,92.201,-31.4,0.825,0
4.0,0.0,92.201,-31.4,0.884,0
2.0,0.0,93.2,-42.0,4.12,0
3.0,0.0,93.918,-42.7,4.961,0
11.0,0.0,94.199,-37.5,0.886,0
6.0,0.0,93.2,-42.0,4.191,0
2.0,0.0,92.379,-29.8,0.77,1
3.0,0.0,94.465,-41.8,4.959,0
0.0,0.0,93.994,-36.4,4.857,0
10.0,1.0,93.444,-36.1,4.964,0
6.0,0.0,92.893,-46.2,1.281,0
0.0,0.0,94.465,-41.8,4.866,0
4.0,0.0,92.963,-40.8,1.262,1
2.0,0.0,93.994,-36.4,4.857,0
7.0,0.0,94.465,-41.8,4.864,0
4.0,0.0,93.444,-36.1,4.967,0
4.0,0.0,93.2,-42.0,4.12,0
2.0,1.0,93.444,-36.1,4.968,0
6.0,0.0,93.2,-42.0,4.12,0
2.0,0.0,93.075,-47.1,1.498,0
1.0,1.0,93.918,-42.7,4.962,0
8.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,93.918,-42.7,4.962,0
2.0,1.0,93.994,-36.4,4.864,0
3.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,93.918,-42.7,4.961,0
2.0,0.0,93.994,-36.4,4.856,0
2.0,0.0,93.444,-36.1,4.965,1
2.0,0.0,93.2,-42.0,4.153,0
3.0,0.0,93.444,-36.1,4.964,0
2.0,0.0,93.918,-42.7,4.961,0
4.0,0.0,92.893,-46.2,1.313,0
2.0,0.0,93.2,-42.0,4.12,0
3.0,0.0,93.918,-42.7,4.96,0
2.0,0.0,93.444,-36.1,4.962,0
2.0,0.0,92.893,-46.2,1.244,0
3.0,1.0,93.444,-36.1,4.964,0
1.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,92.893,-46.2,1.266,0
2.0,1.0,93.918,-42.7,4.961,0
6.0,0.0,93.2,-42.0,4.191,0
4.0,0.0,93.918,-42.7,4.961,0
2.0,0.0,93.918,-42.7,4.963,0
1.0,0.0,93.994,-36.4,4.859,0
2.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,93.994,-36.4,4.864,0
2.0,0.0,93.918,-42.7,4.96,0
4.0,0.0,93.444,-36.1,4.963,0
5.0,1.0,93.444,-36.1,4.962,0
6.0,0.0,93.994,-36.4,4.857,0
4.0,0.0,92.431,-26.9,0.754,0
3.0,1.0,93.994,-36.4,4.855,0
2.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,94.465,-41.8,4.959,0
4.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,93.444,-36.1,4.963,0
2.0,0.0,92.713,-33.0,0.707,1
2.0,0.0,94.601,-49.5,1.032,1
11.0,0.0,94.199,-37.5,0.879,1
2.0,0.0,93.075,-47.1,1.415,0
3.0,1.0,93.918,-42.7,4.968,0
11.0,1.0,92.893,-46.2,1.291,0
3.0,0.0,92.431,-26.9,0.739,0
1.0,0.0,93.444,-36.1,4.966,0
2.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,93.444,-36.1,4.963,0
10.0,0.0,93.075,-47.1,1.365,0
2.0,0.0,92.843,-50.0,1.52,1
3.0,1.0,93.444,-36.1,4.963,0
3.0,0.0,93.918,-42.7,4.968,0
4.0,0.0,93.918,-42.7,4.962,0
3.0,0.0,93.075,-47.1,1.41,1
4.0,1.0,93.994,-36.4,4.856,0
3.0,1.0,92.893,-46.2,1.334,0
11.0,0.0,94.215,-40.3,0.884,0
3.0,1.0,92.893,-46.2,1.299,0
3.0,1.0,94.465,-41.8,4.866,0
2.0,0.0,93.749,-34.6,0.643,0
4.0,0.0,94.465,-41.8,4.865,0
4.0,0.0,92.431,-26.9,0.722,1
1.0,0.0,93.994,-36.4,4.857,0
3.0,0.0,93.2,-42.0,4.12,0
8.0,0.0,93.444,-36.1,4.965,0
4.0,0.0,92.431,-26.9,0.722,1
6.0,0.0,93.994,-36.4,4.86,0
11.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,92.893,-46.2,1.291,0
4.0,1.0,93.444,-36.1,4.964,0
3.0,0.0,92.893,-46.2,1.244,0
3.0,1.0,93.075,-47.1,1.405,0
3.0,0.0,93.994,-36.4,4.858,0
3.0,0.0,93.918,-42.7,4.96,0
4.0,1.0,94.465,-41.8,4.865,0
1.0,0.0,92.893,-46.2,1.344,0
3.0,1.0,93.994,-36.4,4.86,0
1.0,0.0,92.893,-46.2,1.313,0
5.0,0.0,92.469,-33.6,1.085,0
2.0,0.0,93.075,-47.1,1.365,0
1.0,0.0,93.994,-36.4,4.859,0
4.0,0.0,93.444,-36.1,4.963,0
3.0,1.0,93.994,-36.4,4.864,0
3.0,0.0,93.918,-42.7,4.966,0
2.0,0.0,93.994,-36.4,4.86,0
2.0,0.0,93.2,-42.0,4.12,0
4.0,1.0,93.444,-36.1,4.963,0
2.0,1.0,93.918,-42.7,4.96,0
6.0,0.0,93.2,-42.0,4.076,0
2.0,0.0,93.994,-36.4,4.857,0
5.0,0.0,94.199,-37.5,0.881,1
7.0,0.0,94.601,-49.5,0.977,0
5.0,0.0,93.369,-34.8,0.655,1
8.0,0.0,93.2,-42.0,4.12,0
5.0,0.0,93.994,-36.4,4.855,0
0.0,0.0,93.994,-36.4,4.856,0
10.0,0.0,94.465,-41.8,4.959,0
2.0,0.0,92.431,-26.9,0.739,1
0.0,0.0,93.075,-47.1,1.415,0
2.0,0.0,93.075,-47.1,1.445,0
6.0,0.0,93.2,-42.0,4.076,0
1.0,0.0,93.994,-36.4,4.857,0
3.0,1.0,93.918,-42.7,4.963,0
4.0,0.0,93.994,-36.4,4.858,0
4.0,0.0,93.994,-36.4,4.856,0
4.0,0.0,93.444,-36.1,4.966,0
2.0,0.0,93.2,-42.0,4.076,0
3.0,0.0,93.918,-42.7,4.961,0
3.0,0.0,94.465,-41.8,4.961,0
4.0,0.0,92.431,-26.9,0.737,1
2.0,0.0,93.444,-36.1,4.965,0
3.0,1.0,93.918,-42.7,4.962,0
2.0,0.0,93.918,-42.7,4.962,0
5.0,0.0,92.649,-30.1,0.716,1
4.0,0.0,93.075,-47.1,1.483,0
3.0,0.0,93.918,-42.7,4.955,0
4.0,0.0,93.918,-42.7,4.961,0
5.0,0.0,93.994,-36.4,4.856,0
1.0,1.0,94.465,-41.8,4.961,0
3.0,1.0,93.918,-42.7,4.96,0
11.0,0.0,92.963,-40.8,1.26,0
3.0,0.0,93.994,-36.4,4.86,0
8.0,0.0,93.994,-36.4,4.857,0
2.0,1.0,93.994,-36.4,4.858,0
4.0,0.0,93.994,-36.4,4.855,0
2.0,1.0,93.994,-36.4,4.857,0
10.0,0.0,94.465,-41.8,4.866,0
10.0,0.0,93.918,-42.7,4.963,0
3.0,0.0,93.994,-36.4,4.857,0
2.0,0.0,93.444,-36.1,4.963,0
7.0,0.0,93.2,-42.0,4.076,0
3.0,0.0,92.893,-46.2,1.327,0
2.0,0.0,93.994,-36.4,4.855,0
2.0,0.0,94.199,-37.5,0.877,1
1.0,0.0,92.893,-46.2,1.313,1
2.0,0.0,93.918,-42.7,4.962,0
6.0,0.0,93.2,-42.0,4.191,0
4.0,0.0,94.465,-41.8,4.961,0
11.0,0.0,92.201,-31.4,0.825,0
4.0,0.0,92.963,-40.8,1.262,0
0.0,0.0,93.918,-42.7,4.962,0
0.0,0.0,94.465,-41.8,4.959,0
7.0,0.0,93.918,-42.7,4.956,0
2.0,0.0,93.918,-42.7,4.963,0
